"patient","Kynurenine","Glycolysis","Glutamine","Adenosine","Tryptophan_metabolism","Hypoxia","EMT","Stemness","T_cell","NK_cell","Treg","Macrophage","Cytotoxicity","Exhaustion","Checkpoint","IFNG_response","IDO1","TDO2","Down_score","cluster","CD8frac","LymphFrac","resid_kyn_cd8","resid_kyn_lym"
"TCGA-BH-A0BW",-1.20646558666283,1.33187441217033,1.82831077069204,-0.267264260688651,0.973586696274271,-1.65636323556043,-0.00604258098813878,-1.85374688145651,0.591285872915759,1.19748568458231,1.19311067377466,0.905504074261126,0.904718129267314,0.988734951657743,1.12518437540567,1.21682069480275,6.40635335605525,5.4934569773567,0.905057847575217,"C3",0.0326637356658598,0.486316524910644,-1.3875869726987,-1.0588499238552
"TCGA-BH-A18G",-0.172089605183616,-0.174398116583105,0.245600416696705,-0.681104493412727,-1.52620113655039,1.08817562005658,0.777729722564351,-1.1861365420929,-0.681488341799929,0.565162392720819,-0.226790191338828,-0.383763756741643,0.0491066228883637,-0.83318104287496,-0.788079837732607,-0.451517989203106,6.06300979593432,6.29339350124545,1.00274444151366,"C2",0.1156958771137,0.588848659687791,0.0326550515687952,-0.19735078571162
"TCGA-BH-A1FC",-0.328739136637186,-0.06268646776524,-0.754972992537587,0.290205318278366,0.357908574007382,-0.11285876179793,0.0609029617066083,0.715145386688477,0.926703280664709,1.08735919690426,1.1357307888578,0.526143283336702,1.00077092215162,1.40768625191955,1.07897802425576,0.981825480218826,6.2335179009423,6.13621363898278,0.0426891971351358,"C3",0.102090495865707,0.737032693678704,-0.187221256061405,-0.603849674976473
"TCGA-AO-A124",0.265080565315025,0.802586697281015,0.201502828728033,-0.42656038778758,-1.00087820149005,1.01952659043353,-1.36645418667036,-0.840762420102808,-0.472079666522356,-0.323305779219375,-0.26716461102613,-1.22850385973818,-0.512901640353278,-0.533972447113882,-0.248872041560177,-0.716248065844356,5.73051498749305,5.74886083127364,-0.799024876545301,"C2",0.0488409058615591,0.566386306365268,0.159137544404769,0.277692591511212
"TCGA-A8-A07C",0.726948093155738,1.6327813750782,-0.0787801746997185,0.280593868240264,0.319538996369492,-0.775023696055467,0.398308716260927,-0.3226896177513,0.409681496751218,0.967151197119673,0.167193589386887,0.723295353567168,0.581985543621191,0.433809332281871,0.577846815367481,-0.0197254160227805,6.01314816973414,5.51171447272392,-0.0977280126401494,"C3",0.0504216337173874,0.572457681128907,0.628351013128349,0.72932332767557
"TCGA-BH-A0WA",0.390740934205707,-0.834826741724638,-0.883580468285796,0.449182150439951,-0.919336428789978,1.15376406111893,0.887579270814828,0.00648452629127626,-0.314326028682113,0.0861239089251199,-0.346502769443683,-0.647034373296427,0.0365891462164326,0.115015550284721,-0.170442355399893,0.339654237263247,6.16884043390447,5.45483339159175,-0.991917350959591,"C2",0.0812722610705348,0.568042360449201,0.435512545948996,0.400560729429178
"TCGA-AO-A0J2",-2.22538807010231,-1.08126004998635,0.946836315956451,-1.1231172481919,1.4619804348344,0.617766871123143,-0.296780533724714,-1.98812316071641,0.391566373494961,1.05466781389723,0.236046644463,-0.303232267097901,0.845684920194202,0.40942901916466,0.580695338328607,0.851549451567927,6.24539966828661,5.61355973319619,3.16658112458901,"C3",0.11948780010567,0.60365302544734,-2.00302163106227,-2.27561051790188
"TCGA-A2-A0T2",0.661972521125293,-0.564194236194232,1.33670966779634,1.49965667524571,-0.902392442027359,1.13641716226882,-0.063012328720125,-0.13779941726166,-0.323083615939531,-0.145099317616692,0.112485581767509,-0.164262293785895,0.173559441995764,0.0430869275985624,-0.368324580757695,-0.56253839794563,5.68792713439987,5.75932997196811,-0.65143344924779,"C2",0.113979224731138,0.609681757182581,0.858739570048351,0.601585180982736
"TCGA-A1-A0SO",0.867045948845961,1.11249703347978,-0.308310908586144,0.458963866770161,-1.78913942897073,-0.511009291373574,-1.58663686713829,-1.32615340895834,-1.1083588083205,-0.796432374274749,-1.3077877463922,-1.3253243412157,-0.97729504225456,-1.21341342808184,-1.37741866177173,-0.520919505895259,5.41735066881987,5.1926784278922,-0.307428206574193,"C1",0.0881160379498084,0.656578519923962,0.943621884265403,0.727587161268786
"TCGA-B6-A0RU",1.57517475897941,0.321375974851285,-0.455124169573806,-0.0732434019313118,0.0511005520155064,0.661236483197546,0.924700657991284,0.789544695730462,-0.766535706487399,-0.784129035481227,-1.17918666766692,-1.25271882733567,-0.916027036840727,-0.645317075120128,-1.31821909303017,-0.975276970638794,5.43600832091323,5.54166782929452,-1.62949224143132,"C1",0.0326881028302282,0.557465817573534,1.39416661175835,1.60282739606971
"TCGA-EW-A1P7",0.217322991200937,0.48237770961801,1.01234488437298,-2.11849973483965,0.669965539712505,-1.29894026631353,0.980553726608644,0.0514176419683657,1.25899265042535,0.656116501593665,0.673195570400424,0.211028316196388,0.745865720082414,0.999677408157031,0.69261213881661,0.575255508029159,6.11721474375922,5.85620771860608,0.257282649053174,"C3",0.134035994909765,0.648348329162139,0.507297639072921,0.0917409204408519
"TCGA-E2-A1LS",1.96066685993514,2.88259827851169,0.0382359054317379,0.804959866068844,-2.27743528402436,-1.12253796028206,-1.98599199350207,-0.202186344404947,-1.30449643785151,-2.17346213552918,-3.17471325181265,-2.56972694730408,-1.99845382259196,-1.80022946346522,-1.99824206756673,-0.757146430534104,5.7907969358198,5.34948396971583,-0.979521686943309,"C1",0.0887522154226642,0.578051342690949,2.04019923221965,1.95361076294475
"TCGA-AR-A0TS",0.58039695746115,1.44068018247979,1.27832520705493,-0.230062840596034,0.462073793723936,-1.99066386555742,-0.123439395146622,-0.100893595515544,1.19215032657554,0.739005775461886,0.44514862310467,0.415481054405595,0.405898398853629,0.60248591657412,0.426820206087423,0.00679243693519472,6.00255927270313,5.74020613128225,-0.443668656426923,"C3",0.067712240539532,0.607637005166385,0.562152592846504,0.52345722205961
"TCGA-C8-A1HJ",-0.0394426511363348,1.07438493722953,-1.56164245592481,-0.867178303819598,0.429515470421154,0.0985553086591202,0.239981675212422,0.035769644664585,-0.553991664619181,-0.0792488205974864,0.092040367841324,-1.97362346754351,0.233329062742003,-0.633377919800462,-0.535431761091868,-0.00720403176690039,6.06278798300904,5.75448253020116,-0.374684471136727,"C2",0.0417033603612297,0.614838457328558,-0.178555193986038,-0.108524573179508
"TCGA-A2-A0CM",-0.277635017121693,-0.0349069001565847,-1.09257885092493,0.249676715017782,0.386544922339977,-0.298663930284235,0.679947056939737,0.737795262603607,0.915179933904676,0.820301026232227,0.985582530329349,0.82789882206151,1.02252123386259,0.843154635593247,1.15198016728659,1.38980756051062,6.48378413729061,5.64134597689295,-0.0536311047435303,"C3",0.0829063013896446,0.577055465167669,-0.225269711410058,-0.28301199016769
"TCGA-D8-A1JG",-2.81324032118532,-0.839805701781198,1.59230261945185,-0.7053199139572,1.87747029007579,0.497714084570198,0.434342330366419,-1.95846576985163,0.483322380221556,0.577287423445875,0.713817322777126,0.965477880933553,0.528617642536143,0.6536037645273,0.789290465256157,0.650442301870957,6.14286639284514,6.08309438186367,2.41794276657019,"C3",0.014420950202835,0.666453945766001,-3.0791393766069,-2.96934981490333
"TCGA-AR-A1AY",1.10551694160291,-0.633813147265304,0.235093498934428,-0.267225170335044,0.0156818588359543,1.02628223124145,1.52311338211984,0.48239038943629,-1.79665880545144,-0.697658516357977,-2.02653525261036,-0.392290521457473,-0.920097325294706,-1.79018330676156,-1.6282589013457,-0.927692449436485,5.35753898754628,5.40798583448748,-0.523128375679011,"C1",0.0302918780073576,0.44928874339863,0.913373085078092,1.31556421180301
"TCGA-AR-A0U0",-0.933810027680071,0.0332694613406582,-1.78271091317903,-0.341678457538202,0.518915908092899,0.768533081752623,-0.540203992144504,-1.48340034023973,0.858622573803186,1.28199513210183,0.746195648286498,0.913230074561332,1.15168835261491,1.00974494504879,1.33616217633799,1.43110525589147,6.57872508228832,6.23412641677159,0.92714787546623,"C3",0.0438733078352766,0.535652740744781,-1.06283841480082,-0.869378912566379
"TCGA-BH-A1EW",0.849553390992427,-0.47744166180408,0.300013710995325,-0.907397128008252,0.0300369266260495,-0.815508168676829,-0.371842056380368,0.677831969477381,0.268290803553514,0.244717968972924,0.316691079993889,0.153123299448402,-0.341896026601232,-0.204076259070461,0.209626832943253,-0.227083676345747,5.86289187688617,5.5373798354781,-0.199931989807768,"C2",0.0328226824810223,0.467252631536687,0.669170660825375,1.02931220302191
"TCGA-AN-A0FX",1.73642015864919,1.03584751335728,0.649878146299815,-0.275325202766412,-0.403486414533453,0.365681171324227,0.905161420306072,1.05781296068946,-0.71097431441676,-0.619174692602131,-1.38167891551218,-1.0387867639092,-0.776747311096023,-0.695613694947418,-1.12971303238602,-0.972801225918527,5.52180148228344,5.56181210233691,-1.79330858681701,"C1",0.0612000181202844,0.597485517059982,1.68791226655162,1.69659659100138
"TCGA-E2-A1LI",-0.0105068627726789,1.40807302826414,0.0164175769895932,0.329360822474732,0.64245000850085,-0.401653307498448,-1.11742868385023,0.331739569733298,0.10465101762474,-0.675223757946598,0.0707118988054436,-0.536598493875593,0.161626486980016,0.0240029535523297,-0.0520563263551265,0.473671820653393,6.04929049135887,5.78819492835168,-0.0751369210828925,"C2",0.0275294013761683,0.533722342873183,-0.215488469924965,0.0571790474464604
"TCGA-B6-A0IE",0.577545987516125,0.400818961660631,0.937496976781468,-1.00823057723515,-1.52796211389209,-1.38360937446749,-2.04363118698563,1.15491328485656,-0.927958370087453,-1.56014715883631,-1.48600350267528,-1.66166626482135,-0.904772256074207,-1.53684614278631,-1.65644676837492,-1.93614228301812,5.05321039112427,5.34164915157799,-0.997063040348935,"C1",0.0811276270366215,0.636991249357426,0.621645457588183,0.471112802229039
